Дата выпуска,Название,Ссылка,Описание,Суммарное кол-во просмотров
22.11.2021,Неблагодарный сын,https://m-zh.ru/muzhskoe-zhenskoe-22-11-2021-segodnyashnij-vypusk.html,"Жуткие кадры в редакцию программы прислала 14-летняя жительница Московской области Диана Тихонова. На них ее бабушка, лицо которой обезображено жутким синяком. Школьница утверждает, что эти увечья пенсионерке нанес ее сын. По мнению родственников, Алексей Норотов не просто избивает бабушку, а буквально издевается над ней — заклеивает рот скотчем, пинает и сбрасывает с кровати.  Но сам Алексей виновным себя не считает. Он говорит, что в день, когда все произошло, его не было дома, а с бабушкой оставались сиделка. Мог ли родной сын избить свою мать? Есть ли вина сиделки в том, что случилось и кто поможет бабушке вернуться к спокойной жизни?",333466
19.11.2021,Картонный дом,https://m-zh.ru/muzhskoe-zhenskoe-19-11-2021-segodnyashnij-vypusk.html,"Двухэтажный барак в центре Новосибирска жители прозвали «картонным домом». Последние 20 лет здание разваливается на части, но вместо ремонта по решению управляющей компании дыры в стенах просто забили картоном. Судьба картонного дома поделила соседей на два враждующих лагеря. Не довольные условиями жизни жители хотят получить новое жилье и как можно скорее съехать. Противники переселения убеждены, что картонный дом пригоден для жизни и его может спасти капитальный ремонт. Как живется в доме с картонными стенами? Куда на самом деле потратили деньги жильцов отложенные на ремонт? И какое будущее у картонного дома который может рухнуть в любой момент?",0
18.11.2021,Фиктивный отец,https://m-zh.ru/muzhskoe-zhenskoe-18-11-2021-segodnyashnij-vypusk.html,"Тамара и Илья Захаровы почти 4 года воспитывали абсолютно чужого ребенка. Маленький Даня попал в их семью, потому что его биологическая мама Елена Мирзина мечтала от него избавиться и попросту отдала им мальчика. Счастливая семейная жизнь была разрушена в один миг — Елена пришла в детский садик, забрала своего сына и скрылась в неизвестном направлении. С этого момента за ребенка идет настоящая война. Почему Елена, отказавшись от ребенка, решила его вернуть? В какой семье лучше самому Данилу? И кто на самом деле разжигает этот конфликт?",736284
17.11.2021,Семейка,https://m-zh.ru/muzhskoe-zhenskoe-17-11-21-segodnyashnij-vypusk.html,"В самом обычном городе, в самой обычной пятиэтажке, в самой обычной двухкомнатной квартире жила-была самая обычная семья — сестра Наташа, да брат Валера. В этой квартире они поселились давным-давно, сразу после детского дома. С тех пор они стали  злейшими врагами. Наталья считает, что Валерий и его жена должны съехать, а их трое детей достаться ей, потому что находиться с родными родителями им попросту опасно. Сегодня в студии «Мужского/Женского» мы выясним, почему в эту квартиру не пускают еще одну прописанную сестру. Куда и почему пропал брат Наташи и Валеры и действительно ли дети Валеры и Кати находятся в опасности.",1767732
16.11.2021,Три сестры: трагедия повторяется?,https://m-zh.ru/muzhskoe-zhenskoe-16-11-2021-segodnyashnij-vypusk.html,"11 лет назад вся страна следила за трагедией произошедшей в деревне Миглино Ярославской области, тогда в страшном пожаре заживо сгорели три сестры — 5-летняя Анжелика, 3-летняя Кристина и 2-летняя Оксана. Их бабушка Галина Щитова буквально умоляла опеку забрать их у отца, ведь там им угрожала опасность.  Сейчас Галина Николаевна с леденящим сердце ужасом утверждает, что трагедия может повториться с ее внуками. Однако ее дочь уверена, что она просто спекулирует на семейной трагедии в корыстных целях.",14686
15.11.2021,Детство в сарае,https://m-zh.ru/muzhskoe-zhenskoe-15-11-2021-segodnyashnij-vypusk.html,"45-летняя Люба Паршина совсем скоро может лишиться родительских прав на своих семерых детей и даже сесть в тюрьму. По словам соседей, Люба не только сама занималась проституцией, но и торговала своей 15-летней дочерью Катей. При всем при этом Люба — бомж. Пока она развлекалась с любовниками, ее дети, чтобы выжить, ночевали в заброшенных сараях, воровали и лазали по помойкам.  Сегодня в студии «Мужского/Женского» мы узнаем, кто виноват в гибели отца детей. Почему Люба осталась без крыши над головой и правда ли, что на ее совести не одна смерть?",2570594
12.11.2021,Мститель из Асбеста,https://m-zh.ru/muzhskoe-zhenskoe-12-11-2021-segodnyashnij-vypusk.html,"Вот уже несколько лет Дмитрий Силаев преследует свою бывшую девушку Владу. Он систематически врывается в ее квартиру, запугивает подруг, избивает поклонников — так он мстит ей за многочисленные измены. Влада боится за свою жизнь и скрывается от Дмитрия, ведь он неоднократно ее избивал, даже когда она была беременна.  Чтобы окончательно испортить жизнь Владе, Дима хочет забрать их совместного ребенка, но он не уверен, что ребенок от него и требует тест ДНК. Сегодня в студии «Мужского/Женского» мы узнаем тайны интимной жизни Влады. Зачем она спит с мужчинами на глазах у дочери? И кто же отец ее ребенка?",1142889
11.11.2021,Четыре квадратных метра,https://m-zh.ru/muzhskoe-zhenskoe-11-11-2021-segodnyashnij-vypusk.html,"Размер участка земли для погребения умершего составляет 5 кв. метров и гарантирует погребение на нем умершего близкого родственника. Площадь на одного человека в муниципальной квартире Зузановых-Зайцевых составляет 4 метра и гарантирует скандалы, драки и поножовщину. Всего в «двушке» на 42 кв. метра живет 10 человек. Конфликты происходят практически на пустом месте. Однако самая главная претензия у Светланы к сестре это условия, в которых живут малолетние дети.  Сегодня в студии «Мужского/Женского» мы постараемся разобраться, как можно ужиться вдесятером в «двушке». Действительно ли Марина Зайцева поставит жизнь детей под угрозу или они лишь разменная монета в войне за квадратные метры?",1812126
10.11.2021,Наследство егеря,https://m-zh.ru/muzhskoe-zhenskoe-10-11-21-segodnyashnij-vypusk.html,"Наталья Тутикова из Ставропольского края уже несколько месяцев вынуждена скитаться по друзьям и родственникам. После похорон мужа выяснилось, что все совместно нажитое имущество супруг завещал не ей, а падчерице. Наталья считает, что родственница воспользовалась беспомощностью отца и заставила переписать на себя дом и две машины, общей стоимостью около 3 миллионов рублей. Падчерица утверждает, что это по мачехе тюрьма плачет. По словам девушки, она намеренно скрывала от всех, что отец смертельно болен. Сегодня в студии «Мужского/Женского» мы выясняем, почему покойный супруг оставил жену без крыши над головой. Могла ли его смерть оказаться не случайной и почему в организме покойного врачи обнаружили опасные токсины?",839975
09.11.2021,Кукушкины слезки,https://m-zh.ru/muzhskoe-zhenskoe-09-11-2021-segodnyashnij-vypusk.html,"Вот уже 16 лет жительница Красноярского края Зинаида Лоскутникова сама воспитывает своих внуков. Родная мать с самого рождения не принимала никакого участия в их жизни. У бабушки нет денег не только на продукты, но и на школьные принадлежности и одежду. Все пособия на детей, а также алименты на них получает Татьяна и, как утверждает Зинаида, с семьей не делится.  Сама Татьяна не считает себя плохой матерью и по возможности помогает детям продуктами и вещами, т.к. все деньги ее мать спускает на погашение кредитов, которые берет для сына. Почему Татьяна бросила своих детей? Правда ли что она считает родную мать тираном и на что она тратит алименты и пособия?",1645292
08.11.2021,Вдовец-молодец,https://m-zh.ru/muzhskoe-zhenskoe-08-11-2021-segodnyashnij-vypusk.html,"51-летняя Лариса Дегтева из Нижнего Тагила уже год не может спать спокойно. После смерти сестры трое малолетних детей остались жить с отцом наркоманом. Лариса утверждает, что ее племянникам опасно жить в одной квартире с отцом. Вместо заботы о детях он спускает все пособия на очередную дозу и в неадекватном состоянии может погубить их.  Однако сам Сергей Максимов уверяет, что после смерти жены стал еще более заботливым отцом и делает все возможное для счастья сыновей. Он убежден, что родственницу не интересуют дети, она попросту хочет прибрать к рукам их 4-комнатную квартиру. Правда ли что дети находятся в опасности? Какие цели на самом деле преследуют родственники и почему они обвиняют Сергея в смерти жены?",0
03.11.2021,Под одной крышей,https://m-zh.ru/muzhskoe-zhenskoe-03-11-21-pod-odnoj-kryshej.html,"35-летняя Екатерина Малаева в замужестве испытала истязания, унижения и оскорбления и даже развод не избавил ее от этого ужаса. Екатерина утверждает, что сейчас вынуждена скитаться с детьми по друзьям и соседям. По ее словам после развода бывший муж не выселяется из квартиры и продолжает издеваться над семьей.  Однако сам Николай Пиляев говорит, что и рад бы разъехаться, но опасается оставлять детей с такой матерью. Она не только таскает их по пьяным компаниям, но и устраивает попойки и драки дома. Почему на самом деле бывшие супруги не могут разъехаться? Кто из них палач, а кто жертва? И как живется детям под одной крышей с разведенными родителями?",299166
02.11.2021,Бабки рулят,https://m-zh.ru/muzhskoe-zhenskoe-02-11-2021-segodnyashnij-vypusk.html,"Ирина, мама 7-летней Ангелины и 6-летнего Семена, с прошлого года ограничена в родительских правах и вот-вот окажется в тюрьме. Детей воспитывает бабушка Светлана. Однако Ангелине и Семену все еще угрожает смертельная опасность, так утверждает Аминат, которая заменила детям и маму и бабушку пока Ирина и Света занимались своей бурной личной жизнью. Сама Светлана считает обвинения в свою сторону наговором и уверена, что бабушкой-самозванкой движут только корыстные интересы.  Как комментируют ситуацию органы опеки? Почему дети оказались между двух бабушек? И кто еще переживает за судьбу маленьких Ангелины и Семена?",7646
01.11.2021,Пропавшая без вести,https://m-zh.ru/muzhskoe-zhenskoe-01-11-21-propavshaya-bez-vesti.html,"В ночь с 9 на 10 сентября 18-летняя Евгения Парубова из Алтайского края пропала после вечеринки с друзьями. Девушку искал весь поселок, волонтеры и родные. Безутешная мать уверена, что ее дочь убили, и обвиняет в преступлении семью сожителя Евгении Ивана Бусыгина, к которому она переехала вместе с годовалым сыном незадолго до трагедии. Однако сам Иван, его родные и Женины знакомые утверждают, что девушка всегда вела себя очень странно.  Кому выгодно исчезновение Евгении? Какова дальнейшая судьба годовалого ребенка? И что на самом деле произошло той роковой ночью?",1330115
29.10.2021,Вите надо выйти?,https://m-zh.ru/muzhskoe-zhenskoe-29-10-2021-segodnyashnij-vypusk.html,"Соседке по квартире Маргариты и Виктора Ольге Коротаевой не по нраву их бурная личная жизнь. Более 6 лет женщина не может найти на них управ. Местные власти лишь разводят руками, а сама Маргарита уверена, что Ольга положила глаз на комнату Виктора, а потом и на ее постояльца. Почему Ольга, Маргарита и Витя оказались под одной крышей? Из-за чего между соседями постоянно происходят скандалы? И кому нужно выйти из этого сожительства?",1397101
28.10.2021,В интересах детей,https://m-zh.ru/muzhskoe-zhenskoe-28-10-2021-segodnyashnij-vypusk.html,"В 2018 году у 61-летней Любови Расторопиной органы опеки изъяли шестерых внуков. Дети воспитывались в семье бабушки с 2015 года, их родителей она лишила прав сама за беспробудное пьянство. Бабушка убивается от горя, отец пьет за счастье детей, а их мать Ирина Расторопина лечится от алкогольной зависимости и хочет восстановиться в правах. Она уверена, что свекровью движет любовь к деньгам, а не к внукам. Сегодня в студии «Мужского/Женского» мы выясним, почему несовершеннолетние оказались в деском доме. Каковы их шансы вернуться в семью? И кто на самом деле действует в интересах детей?",0
27.10.2021,Привет из Харлу,https://m-zh.ru/muzhskoe-zhenskoe-27-10-2021-segodnyashnij-vypusk.html,"Вот уже более месяца Наталья Гордяева и Алексей Едаков из Мытищ не видели своих четырех приемных детей. Органы опеки изъяли их из семьи, после того как одна из дочерей сбежала из дома и попросила о помощи. Как утверждает сама Наталья, жители поселка мстят ей и ее семье, а очередной безобидный побег ее дочери в итоге обернулся настоящей трагедией. Но соседи многодетных родителей говорят о том, что в семье систематически издевались над тремя приемными девочками. Нормальные и здоровые дети за короткое время попросту превратились в беспомощных инвалидов. Что на самом деле происходило за закрытыми дверьми дома? Действительно ли, приемные дети подвергались насилию в семье Натальи и Алексея? И почему из-за конфликта между взрослыми людьми в итоге пострадали невиновные дети?",0
26.10.2021,Женщины Викулова,https://m-zh.ru/muzhskoe-zhenskoe-26-10-2021-zhenshhiny-vikulova.html,"37-летний Александр Викулов из Свердловской области уже год добивается права воспитывать свою малолетнюю дочь Софию, а с тех пор как бывшая жена переехала с ребенком в другой город, он и вовсе потерял покой. По словам отца, у дочери врожденное заболевание и ее необходимо лечить и восстанавливать, вместо этого мать месяцами бросает ребенка на родственников и на детские пособия беззаботно проводит время с друзьями. Однако сама Евгения Викулова уверяет, что заботится о дочери и выполняет все врачебные предписания. Она уверена, что отцу ребенок не нужен, и он просто мстит за развод и любым способом хочет ее уничтожить. Чего на самом деле добивается отец девочки? Какую роль в конфликте бывших супругов играет нынешняя жена Александра? И с кем будет лучше маленькой Софии?",3138
25.10.2021,Жизнь с чистого листа?,https://m-zh.ru/muzhskoe-zhenskoe-25-10-2021-segodnyashnij-vypusk.html,"Юлия Толмачевская из краснодарского края уже больше года бьется с органами опеки в надежде вернуть своих сыновей Валеру и Ваню. Мальчишек забрали из-за проблем с алкоголем в семье, но, как уверяет горе-мать, все уже в прошлом. Однако органы опеки не верят в чудеса исцеления и ребятишек уже передали приемным родителям. Все попытки увидеться с ними заканчиваются скандалом.  Новые соседи малышей утверждают, что в приемной семье дети находятся еще в большей опасности, чем у родной матери. Несмотря на это родственники и друзья Юлии все равно считают, что ей нельзя возвращать Валеру и Ваню. Сегодня в студии «Мужского/Женского» мы попытаемся выяснить, действительно ли Юлия стала на путь исправления? Правда ли, что в приемной семьей жизнь детей под угрозой? Что на это ответят органы опеки?",0
22.10.2021,Ширма для маугли,https://m-zh.ru/muzhskoe-zhenskoe-22-10-2021-shirma-dlya-maugli.html,"У многодетной Елены Митрофановой было 8 детей. Одного ребенка оставила в роддоме, второго ребенка отнесла в храм, третью дочь забрали органы опеки, четвертый ребенок родился в тюрьме, после чего попал в приемную семью. Однако четверым младшим детям повезло меньше всего — они остались с мамой и превратились в маугли. По словам соседей, дети от 2 до 8 лет не умеют разговаривать, читать, ходить самостоятельно в туалет и едят из одной кастрюли с домашним скотом. Несмотря на все претензии, Елена уверена, что она хорошая мать и даже готова позвать всех переживающих в гости, где с радостью покажет холодильник, заполненный колбасой. Сегодня в студии «Мужского/Женского» мы разберемся, почему при живых родителям сразу 4 ребенка стали маугли. Почему органы опеки сняли с учета семью Митрофановых? И какова судьба старших детей Елены?",0
21.10.2021,Городская я,https://m-zh.ru/muzhskoe-zhenskoe-21-10-2021-segodnyashnij-vypusk.html,"Весь Севастополь обсуждает жуткую историю — на местной свалке пенсионерка нашла истощенную маленькую девочку. Как оказалось, последние месяцы девочка вместе с семьей  скитается по заброшенным зданиям и даже ночует в старом автобусе. Родители постоянно пьют, а дети вынуждены искать себе пропитание на помойках. Но сама Оксана Спивак уверяет, что всегда была примером для своих детей и имела образцовую семью, а на улице они оказались по вине соседей и теперь выживают, как могут. Сегодня мы узнаем, как вышло, что семья оказалась на улице. Почему дети были брошены родителями? И на что готова пойти мать, чтобы вернуться к нормальной жизни?",0
20.10.2021,Дама с собачкой,https://m-zh.ru/muzhskoe-zhenskoe-20-10-2021-dama-s-sobachkoj.html,"Вот уже 7 лет 49-летняя Елена Коршева терроризирует и держит в страхе весь дом. Соседи утверждают, что Лена неоднократно угрожала их убить и даже поджечь квартиру. Совсем недавно Елена от угроз перешла к действию и натравила свою бойцовую собаку на 14-летнего мальчика. Уже несколько недель он находится в тяжелом состоянии в больнице.  Но сама Лена считает виноватыми в конфликте именно соседей, они несколько раз пытались ее отравить, обливали входную дверь краской и резали собаку ножом. Лена готова была съехать, но только за 2 миллиона рублей. Сегодня в студии «мужского/Женского» мы узнаем, какие вещества употребляет Лена, зачем она натравила собаку на ребенка и правда ли что Лена работала проституткой?",659291
19.10.2021,Записки сиротки,https://m-zh.ru/muzhskoe-zhenskoe-19-10-2021-zapiski-sirotki.html,"Когда 24-летней Таисии Шимякиной из Санкт-Петербурга было 5 лет, маму посадили в тюрьму за убийство, а троих ее детей определили в детский дом. Она завела блог в социальных сетях, чтобы поделиться воспоминаниями из своего тяжелого детства и найти родную мать. Маму Таисии Любовь Курчакову мы разыскали в маленьком северном поселке Игарка. Женщина утверждает, что все эти годы мечтала встретиться со своей дочерью. Сегодня мама и дочь впервые за 20 лет увидятся в студии «Мужского/Женского».",0
18.10.2021,Константин,https://m-zh.ru/muzhskoe-zhenskoe-18-10-2021-segodnyashnij-vypusk.html,"Вот уже год 26-летняя Светлана Клеменьтьева из Читы не видит своего сына, его отобрала у нее посторонняя женщина. Девушка уверена, что Валентина Воробьева заранее разработала план отнять ребенка, чтобы получать опекунские и алименты. Однако сама Валентина утверждает, что это как раз сама Светлана вспомнила о ребенке из-за денег. А еще Валентина уверена, что Светой ловко манипулирует ее жених 43-летний Константин. Сегодня в студии «Мужского/Женского» мы выясним, почему Свету лишили родительских прав. Как получилось, что опеку над ребенком оформил чужой человек? Скольких женщин Константин обманул ради крупного наследства?",160
15.10.2021,Пираты Азовского моря,https://m-zh.ru/muzhskoe-zhenskoe-15-10-2021-piraty-azovskogo-morya.html,"Жительница Азова Виктория Угловская почти год не видит своего 6-летнего сына Захара. Органы опеки изъяли его прямо на улице, когда он гулял без присмотра взрослых. Виктория уверена, что ребенка забрали после жалобы соседа Виктора, с которым у нее идет давняя война. Вот уже много лет она не могут поделить участок земли, где по легенде зарыт старинный клад.  У Виктории никогда в жизни не было паспорта, но она убеждена, что это не помешает ей быть хорошей матерью. Кто виноват в том, что Захар оказался в приюте: соседи или родная мать? Где скрывается отец ребенка? И что на самом деле зарыто в том месте, где вся деревня ищет клад?",27656
14.10.2021,Дом пьяниц,https://m-zh.ru/muzhskoe-zhenskoe-14-10-2021-segodnyashnij-vypusk.html,"В знаменитом на весь город Пестово «доме пьяниц» уже 20 лет идет война между алкоголиками и остальными людьми. Полиция и власти в зону боевых действий не вмешиваются. Главные зачинщики беспорядков — Люба и Алексей. Они постоянно устраивают драки, поножовщину и ночные гуляния.  Более того, в любой момент «дом пьяниц» может рухнуть. Два года назад он был признан опасным для жизни, несколько жителей проваливались в дыры в полу и ломали ноги. Сегодня в студии «Мужского/Женского» мы узнаем, как избавить дом от алкоголиков. Почему полиция обходит его стороной? И что ответит глава города Пестово?",0
13.10.2021,"Ответь мне, мама",https://m-zh.ru/muzhskoe-zhenskoe-13-10-2021-segodnyashnij-vypusk.html,"22-летняя Виктория Пасюра из Москвы всю свою сознательную жизнь хочет добиться встречи с родной мамой, которая 20 лет не принимала никакого участия в ее жизни. За это время Елена Пасюра успела переехать в Санкт-Петербург, обзавестись новой семьей, родить еще пятерых детей и полностью отпустить прошлое. Сегодня они встретятся в студии «Мужского Женского» впервые за 20 лет. Почему Елена вычеркнула дочь из своей жизни и сможет ли она ответить на все вопросы Виктории, глядя ей в глаза?",0
12.10.2021,Танцующие в темноте,https://m-zh.ru/muzhskoe-zhenskoe-12-10-21-tantsuyushhie-v-temnote.html,"Вот уже три года Валентина и Александр Шаховы из Воронежской области пытаются привлечь к ответственности убийцу их сына. Слепой от рождения Иван Афанасов нанес Александру несколько ударов ножом. От полученных ранений Александр скончался на месте. Суд вынес решение отправить Ивана Афанасова на 7 лет в исправительную колонию, но уже через 4 месяца он вышел на свободу. Сразу после освобождения Иван начал угрожать всем кто принимал участие в суде. Что скажет Иван в свое оправдание?",0
11.10.2021,Коза урюпинская,https://m-zh.ru/muzhskoe-zhenskoe-11-10-2021-koza-uryupinskaya.html,"Галина Афрамеева из Урюпинска просит спасти ее внуков от собственного сына и невестки. Но Иван и Аня считают себя заботливыми родителями и искренне недоумевают, чем она могли насолить свекрови. Однако Галина уверяет, что за внешним благополучием скрывается страшная правда и пару нужно срочно лишать родительских прав. По ее словам семью на дно тянет именно невестка. Более того, бабушка уверена, что младшие дети вообще нее родная кровь и требует экспертизу ДНК.  Сегодня в студии «Мужского/Женского» противостояние свекрови и невестки. Кто из них лжет? Правда ли что Иван пытался задушить собственную дочь? Почему в семь месяцев маленькая девочка едва дотягивает до 5 килограммов? И что покажут тесты ДНК?",0
08.10.2021,Быть папой,https://m-zh.ru/muzhskoe-zhenskoe-08-10-2021-segodnyashnij-vypusk.html,"Одиночками сейчас все чаще становятся не только матери, но и отцы. Несмотря на все сложности, мужчины берут на себя заботу о детях и полностью посвящают этому свою жизнь. Вот уже более 8 лет 49-летний Юрий Демин из Екатеринбурга в одиночку воспитывает приемного сына. Мужчина взял опеку над мальчиком и заменил ребенку обоих родителей. Несмотря на тяжелую болезнь, 23-летний Степан Сушко из Приморского края вот уже более года один воспитывает сына Рому. Жена ушла из семьи, когда мальчику едва исполнилось 2 месяца.  Два года назад отцом-одиночкой стал и 47-летний Максим Иноземцев из Москвы. Бывшей жене так и не удалось стать любящей матерью для двух приемных детей. Сегодня в программе «Мужское/Женское» мужчины расскажут, как в одиночку воспитывать малолетних детей. Какие чувства они испытали, оставшись без поддержки своих жен? И как не опустить руки, оставшись единственным родителем в семье?",0
07.10.2021,Алиса в стране кошмаров,https://m-zh.ru/muzhskoe-zhenskoe-07-10-2021-alisa-v-strane-koshmarov.html,"Четырехлетнюю девочку Алису Чернову жестоко избила родная мать. Ребенка доставили в больницу с многочисленными травмами и сотрясением мозга. Брат женщины Валентин Ошин утверждает, что жизнь его сестры Марии давно идет по замкнутому кругу: алкоголь, наркотики, клиника. И подобное с ребенком могло произойти в любой момент. Сама Мария Ошина уверяет, что всегда была образцовой матерью, а до недавнего состояния ее довел муж, и она случайно сорвалась на дочери. Сегодня мы узнаем, что на самом деле происходило в семье маленькой Алисы. С кем будет лучше девочке? И что скажут в глаза друг другу бывшие супруги?",7759
06.10.2021,"Мама, дыхни",https://m-zh.ru/muzhskoe-zhenskoe-06-10-2021-segodnyashnij-vypusk.html,"У жительницы Воркуты 33-летней Ирины Ушаковой опека забрала троих детей, после того как она пьяная пришла за ними в детский сад. Уже 5 месяцев дети находятся в приюте, где их и навещает Ирина, ее муж и любовник. Многодетная мать встречается сразу с двумя мужчинами, и пока не решила с кем из них хочет воспитывать своих детей. Тем временем муж Ирины Иван Ушаков начал сомневаться, что все трое детей от него. Во время очередного застолья жена призналась, что изменяла ему с разными мужчинами. Сейчас Ирина беременна в четвертый раз.  Как получилось, что Ирина рожала своих детей будучи пьяной? За что многодетная мать сидела в тюрьме? И от кого на самом деле она родила троих детей: от мужа или любовника?",7119
05.10.2021,Обмани меня,https://m-zh.ru/muzhskoe-zhenskoe-05-10-2021-segodnyashnij-vypusk.html,"Чудесное исцеление коленных суставов и спины всего за 184500 рублей, роскошные одеяла и подушки из овечьей шерсти от высокого давления специально для вас за 84000 рублей, видеорегистратор и массажная накидка в подарок, правда, за который нужно доплатить 217000 рублей. Программа «Мужское/Женское» провела собственное расследование, как обманывают доверчивых граждан. Мы выяснили, как диагностируют болезни в питерской клинике, как подарки превращаются в настоящие покупки, да еще и в кредит и почему при оформлении кредитов в, казалось бы, известном банке с вас берут деньги за его оформление?",0
04.10.2021,Семейка из Розы,https://m-zh.ru/muzhskoe-zhenskoe-04-10-2021-segodnyashnij-vypusk.html,"55-летняя Людмила Катамадзе из Челябинской области не могла даже представить, что единственная дочь станет ее злейшим врагом, а собственный дом настоящим полем битвы. Людмила утверждает, что конфликты начались после появления в их семье нового сожителя дочери. С ним Олеся перестала следить за детьми, начала пить, а теперь и вовсе решила выжить родительницу из дома. Однако сама Олеся утверждает, что мать только на людях прикидывается, а дома на глазах у внуков устраивает драки и скандалы. В ход идут кулаки, топоры и вилы. Сегодня мы узнаем, в чем истинная причина войны между родными людьми. Кто в семье на самом деле провокатор, а кто жертва? И наступит ли примирение между матерью и дочерью?",4320
01.10.2021,Жить. Часть 8,https://m-zh.ru/muzhskoe-zhenskoe-01-10-2021-segodnyashnij-vypusk.html,"Леонида Жеринова три года назад сбила машина, с тех пор он прикован к кровати. Для того чтобы пересесть даже в инвалидное кресло, ему нужна посторонняя помощь. 63-летняя мама Леонида стала для него самым главным помощником. Только это все равно не спасает его от депрессии. Сегодня вместе с теми, кто воспрял духом после страшных трагедий, мы постараемся помочь Леониду вернуться к полноценной жизни.",0
30.09.2021,Служебный роман: последствия,https://m-zh.ru/muzhskoe-zhenskoe-30-09-2021-sluzhebnyj-roman-posledstviya.html,"Вот уже более двух лет 62-летний Владимир Мазурин из Кемеровской области пытается спасти своих четверых детей от отчима-садиста. По словам Владимира, 51-летний Юрий Кусый превратил жизнь девочек в настоящий ад. Мужчина утверждает, что отчим представляет угрозу для жизни его детей и требует для Юрия уголовного наказания. Но мать девочек утверждает, что Юрий прекрасный отец и муж, а ее бывший попросту ревнует к новому мужчине и всеми силами пытается разрушить их отношения. Сегодня в студии «Мужского/Женского» мы узнаем, с кем на самом деле хотят жить девочки. Действительно ли Юрий представляет опасность для жизни детей? И почему Ольга променяла 15 лет совместной жизни на служебный роман?",0
